title:Cortex_data, start timestamp:1586024893.723758, stop timestamp:1586025073.725302, headset type:INSIGHT, headset serial:5A687D62, headset firmware:925, subject name:hsestudent, channels:31, sampling rate:0.1, samples:357       , version:2.0
Timestamp,PM.Engagement.IsActive,PM.Engagement.Scaled,PM.Engagement.Raw,PM.Engagement.Min,PM.Engagement.Max,PM.Excitement.IsActive,PM.Excitement.Scaled,PM.Excitement.Raw,PM.Excitement.Min,PM.Excitement.Max,PM.LongTermExcitement,PM.Stress.IsActive,PM.Stress.Scaled,PM.Stress.Raw,PM.Stress.Min,PM.Stress.Max,PM.Relaxation.IsActive,PM.Relaxation.Scaled,PM.Relaxation.Raw,PM.Relaxation.Min,PM.Relaxation.Max,PM.Interest.IsActive,PM.Interest.Scaled,PM.Interest.Raw,PM.Interest.Min,PM.Interest.Max,PM.Focus.IsActive,PM.Focus.Scaled,PM.Focus.Raw,PM.Focus.Min,PM.Focus.Max
1586025002.282021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025002.786459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025003.290997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025003.795235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025004.299575,1,0.456181,0.671851,-0.292787,1.561911,1,0.394234,3.696777,-0.478568,9.084087,0.363836,1,0.290218,-0.158740,-0.317570,0.109016,1,0.421393,0.255170,-0.505496,1.029025,1,0.503906,19.219297,-29.001923,54.909971,1,0.328111,0.467145,0.396760,0.563417
1586025004.804115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025005.308353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025005.812292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025006.316631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025006.821171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025007.325710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025007.829746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025008.333884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025008.838424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025009.343972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025009.851642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025010.358718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025010.866418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025011.373818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025011.879517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025012.384118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025012.888920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025013.393622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025013.897622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025014.401823,0,0.305106,0.486231,-0.166531,0.991091,0,0.157417,1.492096,-0.232235,5.745476,0.233276,0,0.229703,-0.098407,-0.202471,0.067197,0,0.261506,0.120201,-0.310637,0.660811,0,0.308403,11.024943,-17.594587,34.643399,0,0.173644,0.287249,0.257991,0.363790
1586025014.906524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025015.410924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025015.915024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025016.419424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025016.923825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025017.428225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025017.932424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025018.436523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025018.941324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025019.445724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025019.949923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025020.453921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025020.958518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025021.463016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025021.967013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025022.470909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025022.975908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025023.480506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025023.984402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025024.488699,0,0.456932,0.725609,-0.204337,1.341289,0,0.223309,2.617826,-0.296013,7.693289,0.294467,0,0.238239,-0.145201,-0.275178,0.087926,0,0.268353,0.091544,-0.410451,0.881391,0,0.422163,15.429483,-22.941418,46.350410,0,0.238843,0.403550,0.352542,0.493775
1586025024.993195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025025.497691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025026.001686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025026.505982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025027.010578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025027.515374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025028.019268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025028.523364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586025029.027959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
